aX,aY,aZ,gX,gY,gZ
-0.130,0.559,0.420,344.727,-8.423,-5.371
-0.110,0.495,0.380,331.543,-12.573,2.075
-0.109,0.563,0.391,325.928,-27.588,12.268
-0.127,0.631,0.387,336.731,-42.786,7.629
-0.146,0.502,0.311,351.685,-37.109,-1.526
-0.111,0.354,0.241,374.084,-31.372,8.301
-0.039,0.240,0.130,371.948,-43.640,23.193
-0.030,0.311,0.087,357.788,-53.833,30.029
-0.073,0.201,0.046,331.116,-44.800,28.992
-0.083,0.178,0.031,329.773,-44.067,42.053
-0.068,0.216,-0.006,359.741,-42.542,46.814
-0.074,0.182,-0.265,388.000,-36.438,32.043
-0.100,0.000,-0.377,440.979,-48.706,45.288
-0.080,-0.332,-0.787,457.458,-61.279,72.083
0.028,-0.555,-1.201,486.938,-71.777,117.859
0.580,-1.387,-2.669,477.783,-72.021,124.939
0.841,-2.013,-3.452,300.903,-70.923,74.890
0.836,-2.791,-4.000,146.240,-39.795,21.362
0.614,-2.687,-3.908,-119.568,70.557,-71.350
0.128,-1.953,-2.667,-204.468,110.413,-89.233
0.006,-1.577,-2.001,-315.430,139.526,-83.496
0.015,-1.071,-1.119,-348.999,136.169,-69.702
0.060,-0.922,-0.839,-386.536,106.689,-36.255
0.117,-0.736,-0.412,-394.165,86.914,-21.484
0.109,-0.640,-0.233,-390.442,46.509,-0.305
0.052,-0.431,0.074,-377.686,31.372,2.075
0.025,-0.345,0.203,-337.036,21.179,-14.771
-0.064,-0.195,0.375,-317.139,21.790,-31.250
-0.147,-0.161,0.435,-290.710,30.457,-59.082

0.035,1.829,1.353,-350.891,51.758,-64.026
0.108,2.040,1.752,-290.344,62.988,-57.007
0.123,2.119,2.191,-210.632,46.082,-35.339
0.096,2.065,2.190,-67.627,-21.667,27.405
0.044,1.879,2.023,-24.231,-45.105,44.739
0.042,1.740,1.936,49.561,-37.292,33.813
0.070,1.475,1.740,78.918,-21.423,18.127
0.061,1.382,1.676,114.197,-11.597,0.366
-0.029,1.304,1.590,130.493,-17.395,-0.366
-0.083,1.326,1.530,161.682,-23.682,-4.639
-0.176,1.398,1.422,175.598,-20.081,-9.216
-0.189,1.418,1.396,206.116,-3.906,-12.451
-0.128,1.472,1.316,222.900,4.883,-14.648
-0.084,1.448,1.242,241.638,9.583,-19.592
-0.058,1.203,1.052,280.396,-2.502,-16.785
-0.051,1.026,0.958,313.721,-36.621,16.357
-0.041,0.812,0.793,322.510,-47.852,28.809
-0.041,0.757,0.700,326.355,-38.879,25.513
-0.054,0.653,0.585,325.561,-32.898,19.714
-0.079,0.590,0.562,332.397,-29.358,6.714
-0.092,0.406,0.499,343.018,-25.635,0.061
-0.075,0.406,0.425,349.060,-6.775,-27.344
-0.036,0.485,0.343,344.788,6.836,-49.072
-0.034,0.507,0.319,339.783,20.508,-73.364
-0.082,0.303,0.264,333.801,17.639,-90.271
-0.081,0.245,0.262,329.834,-15.259,-60.730
-0.046,0.344,0.249,329.590,-97.107,12.146
-0.038,0.337,0.208,343.079,-116.699,28.564
-0.036,0.314,0.100,387.756,-117.187,35.767
-0.025,0.110,-0.233,409.668,-116.333,39.917
-0.025,0.039,-0.417,428.528,-145.325,70.251
-0.071,-0.133,-0.840,425.110,-166.687,88.684
-0.021,-0.639,-1.271,428.162,-209.717,160.400
0.170,-0.785,-1.654,440.613,-218.994,206.177
1.021,-1.427,-2.903,456.238,-191.589,245.056
1.448,-2.059,-3.543,408.081,-182.007,223.877
1.569,-2.555,-3.878,98.755,-151.489,78.613
0.941,-2.144,-3.305,-76.538,-83.191,-14.404
0.571,-1.682,-2.729,-242.371,101.501,-124.756
0.226,-1.299,-1.813,-270.508,155.884,-134.094
0.195,-1.178,-1.458,-335.693,147.217,-102.112
0.180,-0.837,-0.845,-365.112,117.249,-82.214
0.171,-0.724,-0.603,-381.348,73.975,-57.495
0.166,-0.599,-0.273,-375.793,62.500,-50.964
0.163,-0.551,-0.136,-356.750,43.091,-46.692
0.095,-0.426,0.112,-345.398,36.926,-52.734
0.027,-0.364,0.176,-320.312,48.218,-85.327
-0.103,-0.304,0.196,-306.335,59.448,-98.999
-0.158,-0.290,0.204,-307.861,67.383,-89.294
-0.178,-0.220,0.339,-306.396,59.326,-73.730
-0.147,-0.206,0.434,-284.302,31.433,-55.115
-0.148,-0.133,0.515,-279.602,21.790,-44.983
-0.162,-0.092,0.515,-274.353,15.381,-29.846
-0.220,0.040,0.501,-271.240,16.113,-28.442
-0.253,0.144,0.508,-264.832,34.302,-41.687
-0.193,0.213,0.589,-259.216,54.626,-49.866
-0.130,0.165,0.613,-238.892,65.735,-41.626
-0.102,0.084,0.546,-229.797,39.124,-20.325
-0.131,0.095,0.504,-227.356,-37.231,34.180
-0.209,0.244,0.430,-232.910,-59.021,47.791
-0.214,0.321,0.390,-245.300,-42.297,34.119
-0.125,0.437,0.309,-250.305,-18.616,14.221
-0.090,0.491,0.273,-266.235,10.376,-26.001
-0.057,0.640,0.281,-279.114,12.268,-38.391
-0.064,0.791,0.353,-342.224,8.484,-49.072
-0.097,1.220,0.519,-388.794,19.531,-52.979
-0.112,1.423,0.605,-394.226,39.978,-59.265
-0.129,1.850,0.853,-366.272,47.974,-54.199
-0.119,2.079,1.113,-335.937,41.199,-29.114
-0.055,2.402,1.949,-309.448,32.410,-11.902
-0.019,2.415,2.273,-170.349,19.897,9.888
0.021,2.131,2.231,-84.229,8.118,16.235
0.013,1.939,2.003,32.715,-22.583,22.888
-0.052,1.694,1.682,57.617,-26.184,18.066
-0.083,1.604,1.626,91.370,-3.845,-10.803
-0.144,1.425,1.512,111.511,7.141,-24.353
-0.168,1.400,1.417,146.667,2.930,-28.198
-0.197,1.496,1.313,159.912,-3.967,-19.287
-0.185,1.581,1.334,189.453,1.404,-8.667
-0.118,1.708,1.348,208.923,14.221,-17.700
-0.091,1.703,1.284,258.606,33.752,-42.297
-0.060,1.564,1.070,284.973,31.433,-46.265
-0.029,1.457,0.977,323.914,16.357,-34.485
0.066,1.287,0.800,333.496,7.080,-24.109
0.087,1.178,0.764,339.233,-6.042,-15.259
0.057,0.927,0.742,349.792,-39.368,-2.380
0.034,0.832,0.678,358.582,-50.903,-2.563
-0.006,0.749,0.579,380.432,-53.711,-21.790
-0.107,0.603,0.367,384.338,-45.349,-33.508
-0.131,0.509,0.267,370.239,-26.672,-31.982
-0.099,0.373,0.230,359.314,-31.860,-15.320
-0.071,0.384,0.261,348.755,-56.274,7.324
-0.024,0.398,0.341,357.605,-56.519,-0.671
-0.002,0.356,0.271,373.474,-22.888,-40.405
0.032,0.222,0.021,368.652,-20.630,-42.725
0.036,0.182,0.001,342.163,-81.238,0.732
0.022,0.307,0.079,333.679,-112.427,24.475
0.000,0.365,0.084,353.088,-125.854,40.222
-0.106,0.054,-0.097,382.202,-120.605,45.227
-0.168,-0.106,-0.406,443.237,-116.638,82.275
-0.148,-0.448,-1.417,458.557,-118.286,105.286
-0.101,-0.824,-1.976,402.954,-132.141,135.803
0.089,-1.814,-2.887,338.135,-120.911,131.042
0.287,-2.261,-3.334,180.115,-26.794,70.190
0.497,-2.730,-3.734,88.379,26.672,28.137
0.400,-2.610,-3.487,-113.525,102.112,-59.265
-0.035,-1.814,-2.282,-201.843,128.235,-86.975
-0.160,-1.450,-1.681,-311.951,170.410,-85.937
-0.098,-1.042,-0.845,-341.919,177.490,-64.209
-0.006,-0.927,-0.569,-372.986,158.020,-21.423
0.084,-0.775,-0.190,-371.521,134.827,-4.822
0.078,-0.701,-0.047,-342.468,77.759,24.597
0.055,-0.554,0.205,-320.618,55.725,31.616
0.039,-0.498,0.275,-296.814,40.833,27.771
-0.099,-0.411,0.253,-255.493,20.569,0.793
-0.179,-0.372,0.237,-243.164,13.977,-6.836
-0.239,-0.252,0.274,-238.342,15.259,-1.282
-0.233,-0.180,0.338,-246.338,17.822,5.493
-0.208,-0.098,0.443,-274.841,16.907,20.935

0.178,1.874,1.610,-244.385,60.181,-4.639
0.328,2.160,1.971,-169.739,119.507,-82.275
0.522,2.539,2.646,-109.619,109.192,-93.750
0.504,2.538,2.798,53.345,10.498,-46.753
0.315,2.138,2.390,139.038,-46.570,-14.587
0.212,1.883,2.020,244.141,-101.501,11.230
0.024,1.556,1.550,255.798,-96.130,6.653
-0.075,1.459,1.449,247.437,-61.829,-5.249
-0.204,1.219,1.346,247.681,-50.842,2.014
-0.235,1.091,1.283,265.442,-54.504,28.503
-0.227,0.920,1.062,279.114,-55.908,35.339
-0.186,0.856,0.941,295.227,-51.941,32.654
-0.127,0.659,0.718,309.021,-34.790,15.564
-0.134,0.531,0.615,305.969,-33.813,16.846
-0.145,0.433,0.534,293.518,-56.824,52.246
-0.100,0.366,0.503,286.377,-65.491,69.946
-0.054,0.379,0.500,273.560,-50.659,61.829
0.016,0.333,0.418,271.851,-36.011,45.532
0.026,0.259,0.378,275.574,-35.278,41.931
0.025,0.207,0.364,275.696,-46.631,53.284
0.037,0.263,0.388,270.386,-45.532,44.739
0.045,0.461,0.436,260.864,-25.757,23.132
0.029,0.558,0.470,245.178,12.878,-20.935
-0.007,0.705,0.631,244.995,20.203,-36.194
-0.004,0.705,0.750,262.634,34.546,-46.570
0.017,0.573,0.849,285.522,41.321,-44.067
0.065,0.559,0.706,338.989,19.287,-35.034
0.083,0.861,0.201,345.337,-9.583,-37.231
-0.021,0.721,0.068,348.206,-90.515,-32.837
-0.300,-0.188,-0.441,375.305,-141.235,-3.357
-0.274,-0.754,-1.242,435.974,-218.201,74.951
0.109,-2.541,-3.432,416.077,-219.421,96.008
0.338,-3.569,-4.000,186.462,-157.593,114.929
0.491,-4.000,-4.000,14.709,-123.413,119.385
0.361,-3.516,-3.510,-259.583,-16.968,44.983
-0.113,-1.668,-1.539,-319.885,69.580,-46.387
-0.240,-1.026,-0.781,-331.055,156.860,-136.780
-0.167,-0.543,0.065,-297.424,234.985,-183.228
-0.075,-0.536,0.325,-281.128,213.989,-135.986
0.015,-0.593,0.577,-257.446,106.079,-13.367
0.024,-0.601,0.593,-243.103,55.969,23.499
0.036,-0.617,0.553,-196.655,23.254,28.137
-0.001,-0.634,0.422,-172.119,28.381,11.230
-0.054,-0.618,0.397,-135.681,50.049,-18.372
-0.137,-0.610,0.401,-124.451,59.998,-23.376
-0.152,-0.615,0.352,-122.986,56.458,-13.977
-0.191,-0.506,0.217,-133.057,41.626,-1.038
-0.197,-0.444,0.216,-166.260,19.104,22.339
-0.141,-0.347,0.276,-189.758,17.517,26.184
-0.105,-0.310,0.319,-225.220,5.249,19.897
-0.095,-0.202,0.411,-227.112,-10.071,17.029
-0.128,-0.156,0.456,-224.792,-33.142,15.686
-0.199,-0.011,0.451,-229.065,-25.452,12.146
-0.195,0.075,0.401,-231.567,30.640,-8.423
-0.071,0.148,0.415,-230.713,53.040,-14.648
-0.019,0.161,0.469,-236.572,33.752,-1.953
-0.047,0.310,0.622,-244.263,-0.122,10.925
-0.101,0.444,0.701,-252.686,-35.645,14.648
-0.148,0.625,0.757,-249.329,-20.203,5.798
-0.112,0.632,0.752,-233.887,12.573,2.380
-0.042,0.529,0.752,-224.854,-6.653,8.179
-0.059,0.473,0.736,-236.450,-85.022,28.259
-0.127,0.652,0.664,-276.123,-97.961,48.889
-0.132,0.866,0.616,-332.642,-45.288,50.415
-0.134,1.152,0.625,-298.706,-22.583,10.681
-0.159,1.219,0.735,-249.145,-8.911,-35.583
-0.266,1.493,1.040,-218.933,13.977,-79.346
-0.277,1.659,1.224,-231.812,32.410,-77.881
-0.297,1.896,1.708,-234.436,52.429,-48.828
-0.276,1.932,1.958,-206.238,51.575,-23.437
-0.232,1.915,2.136,-98.572,22.095,19.592
-0.092,1.804,2.111,-38.879,7.812,29.480
-0.032,1.749,1.978,56.519,-5.798,17.883
-0.020,1.660,1.829,85.449,-8.057,7.202
-0.066,1.619,1.834,131.042,-12.512,-7.996
-0.175,1.523,1.702,157.166,-12.512,-13.245
-0.219,1.550,1.589,195.862,11.047,-14.587
-0.195,1.733,1.496,209.534,33.936,-20.386
-0.127,1.760,1.484,255.005,71.045,-33.936
0.018,1.690,1.354,284.729,64.148,-36.560
0.060,1.571,1.230,334.656,8.179,-29.785
0.046,1.277,0.838,348.816,-26.917,-11.047
-0.028,1.100,0.661,359.863,-93.079,46.570
-0.133,0.847,0.484,358.520,-104.980,72.632
-0.120,0.723,0.419,356.811,-93.872,83.069
-0.080,0.383,0.250,351.562,-47.607,71.655
-0.076,0.269,0.187,339.539,-38.757,70.984
-0.081,0.225,0.186,311.584,-39.429,81.543
-0.070,0.323,0.226,301.453,-26.489,74.097
-0.059,0.358,0.243,291.931,14.526,32.959
-0.057,0.323,0.252,290.039,28.320,13.855
-0.059,0.285,0.204,283.081,24.658,6.714
-0.058,0.141,0.125,282.898,0.610,23.315
-0.049,0.043,0.116,292.664,-63.110,76.050
-0.018,0.053,0.044,294.128,-83.313,96.375
-0.029,0.087,-0.028,298.950,-78.735,97.717
-0.038,0.011,-0.235,306.641,-68.726,91.858
-0.027,-0.090,-0.337,328.552,-85.876,95.825
-0.016,-0.472,-0.509,341.370,-111.267,115.967
0.016,-0.590,-0.690,344.482,-158.752,198.791
0.321,-1.067,-1.179,346.497,-179.077,250.916
0.689,-1.353,-1.528,347.229,-189.392,348.389
1.846,-1.944,-2.489,331.299,-160.706,343.506
2.305,-2.339,-2.971,168.579,-18.555,120.666
1.921,-2.400,-3.082,16.846,59.082,-43.335
1.347,-1.986,-2.628,-220.276,133.728,-226.990
0.634,-1.324,-1.614,-263.672,134.094,-224.060
0.521,-1.214,-1.250,-298.584,90.027,-154.907
0.396,-1.022,-0.738,-318.848,55.176,-126.404
0.318,-0.894,-0.523,-344.421,15.259,-105.835
0.180,-0.685,-0.225,-346.313,26.917,-114.441
0.139,-0.608,-0.130,-349.915,71.777,-142.456
0.051,-0.415,0.048,-354.492,82.153,-149.536
-0.012,-0.279,0.139,-361.389,76.538,-138.611
-0.103,-0.049,0.378,-361.023,67.383,-124.023
-0.140,0.053,0.538,-351.562,44.556,-109.131
-0.235,0.275,0.751,-341.003,39.734,-119.202
-0.271,0.274,0.811,-294.006,52.307,-130.920
-0.319,0.163,0.810,-278.992,57.861,-109.863

-0.308,1.967,1.309,-376.770,40.344,0.305
-0.227,2.035,1.672,-269.836,53.101,-5.554
-0.019,2.170,2.164,-192.200,53.040,-6.409
0.068,2.207,2.294,-67.444,30.640,11.658
0.130,2.006,2.336,-8.545,6.409,18.860
0.086,1.803,2.188,104.675,-42.419,11.658
-0.106,1.458,1.698,142.822,-55.542,4.639
-0.198,1.336,1.490,170.410,-43.457,9.399
-0.295,1.226,1.292,171.936,-30.518,12.512
-0.291,1.230,1.274,173.584,1.343,-0.549
-0.218,1.243,1.281,179.016,20.142,-13.977
-0.179,1.251,1.241,203.735,35.645,-33.997
-0.122,1.238,1.134,218.140,26.489,-32.471
-0.138,1.226,1.082,241.516,-0.854,-10.559
-0.128,1.194,0.978,251.282,-9.583,3.601
-0.079,1.105,0.977,276.489,-21.362,19.287
-0.047,0.841,0.929,288.574,-25.574,17.395
-0.077,0.769,0.813,296.631,-30.518,15.869
-0.161,0.684,0.612,307.068,-41.321,27.283
-0.196,0.627,0.563,307.007,-40.588,37.720
-0.186,0.561,0.558,298.279,-27.893,56.030
-0.130,0.492,0.591,295.105,-21.118,52.917
-0.132,0.526,0.595,295.471,-2.136,21.606
-0.207,0.649,0.482,294.373,20.935,1.648
-0.198,0.581,0.452,293.213,79.529,-13.611
-0.058,0.470,0.411,290.222,98.022,-17.639
-0.002,0.530,0.335,271.790,89.539,-31.921
0.022,0.819,0.425,260.193,68.604,-33.508
-0.005,0.786,0.639,306.091,34.546,-32.532
-0.021,0.459,0.360,359.497,22.156,-27.771
-0.039,0.284,-0.146,448.120,-47.729,4.700
-0.198,-0.157,-1.156,461.853,-91.003,20.569
-0.312,-0.616,-1.598,462.341,-132.568,39.795
-0.234,-2.125,-2.848,445.190,-128.174,51.453
0.047,-2.906,-3.592,297.729,-106.262,86.914
0.581,-3.641,-4.000,169.800,-104.248,96.741
0.617,-3.345,-3.620,-94.482,-84.961,73.242
0.300,-2.031,-1.899,-192.200,-53.589,36.438
0.139,-1.436,-1.122,-281.372,35.278,-56.396
0.027,-0.787,-0.161,-290.100,74.402,-95.581
0.034,-0.671,0.113,-289.917,105.896,-120.056
0.014,-0.554,0.463,-280.762,94.299,-101.624
-0.023,-0.537,0.551,-230.835,41.321,-35.095
-0.087,-0.562,0.599,-196.594,15.991,-2.258
-0.097,-0.598,0.573,-137.146,-4.211,30.029
-0.129,-0.671,0.439,-121.399,-2.625,26.978
-0.175,-0.705,0.353,-122.253,-4.395,13.184
-0.254,-0.728,0.280,-134.216,-6.653,13.550
-0.245,-0.718,0.292,-165.283,2.563,15.015
-0.163,-0.670,0.318,-180.237,9.644,9.583
-0.141,-0.631,0.320,-194.214,4.822,-7.812
-0.151,-0.548,0.352,-193.054,-2.014,-15.320
-0.167,-0.513,0.327,-185.181,3.967,-26.428
-0.136,-0.509,0.236,-179.687,9.827,-26.672
-0.094,-0.510,0.246,-184.753,9.705,-15.686
-0.020,-0.453,0.309,-196.655,2.197,-13.062
-0.057,-0.386,0.275,-211.548,-15.747,-17.395
-0.137,-0.316,0.185,-215.271,-21.240,-13.733
-0.133,-0.285,0.199,-231.445,-33.264,7.263
-0.147,-0.174,0.237,-240.356,-41.992,11.780
-0.171,-0.080,0.221,-258.606,-41.321,0.122
-0.281,0.214,0.093,-273.804,-30.334,-12.756
-0.323,0.394,0.104,-313.538,-1.465,-25.330
-0.274,0.729,0.352,-326.965,10.986,-26.306
-0.200,0.877,0.495,-330.872,12.756,-38.574
-0.076,1.107,0.695,-345.825,3.418,-44.678
-0.082,1.225,0.723,-426.575,2.502,-13.611
-0.219,1.602,0.671,-424.438,-4.700,6.226
-0.240,1.776,0.758,-325.012,-10.071,20.691
-0.174,2.240,1.247,-309.204,-2.075,12.817
-0.152,2.508,1.594,-320.557,6.775,-2.197
-0.136,2.911,2.232,-252.319,21.057,-15.625
-0.096,2.873,2.426,-143.311,21.362,-8.240
0.062,2.395,2.299,62.195,-1.404,20.325
0.090,2.097,2.063,118.652,-22.827,29.053
0.046,1.831,1.819,188.110,-50.476,26.489
-0.175,1.503,1.427,208.435,-47.119,18.311
-0.290,1.459,1.303,216.309,-15.625,3.357
-0.357,1.466,1.252,216.919,5.798,-0.854
-0.307,1.485,1.252,236.328,35.461,-8.911
-0.194,1.476,1.156,257.263,34.363,-14.099
-0.184,1.454,1.082,305.908,12.329,-27.954
-0.198,1.230,0.980,325.012,6.409,-35.339
-0.204,1.060,0.908,342.346,-0.793,-21.790
-0.197,0.747,0.772,342.773,-14.832,-1.160
-0.176,0.617,0.738,342.468,-58.899,38.452
-0.182,0.531,0.636,342.712,-73.120,45.898
-0.216,0.533,0.536,346.130,-50.476,37.476
-0.213,0.462,0.344,349.060,-27.954,31.677
-0.185,0.411,0.278,349.853,-15.869,28.687
-0.179,0.375,0.198,344.543,-34.973,37.048
-0.192,0.398,0.175,337.280,-52.368,47.546
-0.125,0.316,0.216,328.735,-55.908,62.012
-0.075,0.299,0.176,325.561,-36.194,56.091
-0.050,0.317,0.097,313.660,13.367,20.874
-0.040,0.400,-0.014,306.458,29.602,5.920
-0.047,0.277,0.026,318.115,20.630,5.676
-0.030,-0.010,-0.018,337.219,1.221,27.710
-0.029,0.104,-0.227,366.394,-20.691,61.951
-0.094,0.090,-0.698,381.531,-25.696,58.289
-0.099,-0.328,-0.882,429.504,-75.378,90.271
0.197,-1.299,-1.741,438.354,-124.084,148.376
0.540,-1.638,-2.432,377.747,-207.581,242.615
1.373,-2.409,-3.550,308.899,-197.998,222.046
1.563,-2.741,-3.825,82.825,-79.712,49.988
1.107,-2.580,-3.380,-58.411,-15.991,-48.645
0.740,-2.093,-2.741,-267.883,37.537,-119.202
0.310,-1.277,-1.469,-313.782,28.564,-101.257
0.223,-1.057,-1.028,-351.440,-1.343,-73.547
0.100,-0.771,-0.459,-358.948,-2.380,-80.139
0.035,-0.690,-0.273,-344.910,15.747,-109.924
-0.133,-0.577,-0.037,-333.252,17.761,-115.601
-0.226,-0.508,0.050,-307.068,-2.869,-98.511
-0.345,-0.398,0.206,-292.419,-13.184,-82.458
-0.376,-0.351,0.254,-269.653,-19.104,-49.683
-0.357,-0.315,0.306,-262.146,-16.296,-39.001
-0.318,-0.328,0.328,-261.353,-10.010,-29.114
-0.269,-0.259,0.346,-267.517,-6.287,-30.273
-0.266,-0.188,0.355,-268.311,15.259,-54.932

-0.154,1.892,1.866,-205.933,110.657,-52.246
-0.110,1.914,2.069,-104.370,36.682,-7.080
-0.073,1.801,2.203,-43.884,1.831,5.066
-0.030,1.610,1.995,40.833,-20.996,11.719
-0.030,1.522,1.906,68.787,-20.020,2.930
-0.055,1.484,1.858,96.191,-7.812,-14.648
-0.170,1.487,1.807,105.713,1.648,-17.029
-0.191,1.479,1.753,153.992,10.803,-25.085
-0.195,1.469,1.605,181.458,12.024,-27.832
-0.178,1.461,1.555,214.478,12.756,-18.127
-0.113,1.386,1.479,231.201,8.484,-11.353
-0.093,1.323,1.396,274.719,-8.972,-10.498
-0.093,1.249,1.127,289.246,-15.625,-11.902
-0.125,1.204,0.973,302.612,-29.358,-7.263
-0.204,1.124,0.774,306.152,-35.828,2.380
-0.183,1.052,0.753,318.298,-27.527,17.822
-0.087,0.785,0.668,330.078,-20.203,18.066
-0.079,0.674,0.557,349.121,-28.870,19.409
-0.119,0.776,0.398,350.281,-29.724,16.724
-0.119,0.780,0.377,351.074,17.822,-13.306
-0.005,0.482,0.326,353.455,35.522,-23.376
0.050,0.386,0.288,345.581,-3.723,-14.771
0.057,0.464,0.254,338.013,-31.921,-8.423
0.036,0.531,0.235,334.717,-41.748,-8.057
0.061,0.407,0.145,335.632,-18.433,-14.587
0.080,0.306,0.125,338.501,-18.982,-10.681
0.084,0.298,0.085,346.558,-39.856,-10.620
0.018,0.315,-0.156,349.243,-39.124,-13.611
-0.013,0.204,-0.287,350.586,-64.270,23.865
-0.100,-0.141,-0.492,357.483,-113.220,69.397
-0.122,-0.258,-0.661,414.917,-205.078,170.349
0.096,-0.575,-1.665,468.933,-206.299,203.430
0.409,-0.948,-2.533,541.565,-142.578,217.834
1.075,-2.370,-4.000,476.990,-110.474,184.753
1.083,-2.889,-4.000,93.079,-44.739,28.687
0.465,-2.342,-3.611,-101.440,3.052,-46.997
0.167,-1.882,-3.041,-282.898,76.355,-79.956
-0.025,-1.360,-1.868,-328.613,80.994,-60.425
-0.018,-1.121,-1.372,-416.809,51.331,-40.039
-0.034,-0.723,-0.586,-439.880,42.969,-40.955
-0.033,-0.611,-0.315,-426.819,55.237,-47.058
-0.007,-0.509,0.058,-405.823,58.777,-46.570
-0.006,-0.457,0.208,-359.375,40.710,-37.048
-0.070,-0.368,0.417,-329.651,24.780,-33.630
-0.127,-0.342,0.447,-268.799,-5.493,-25.024
-0.209,-0.344,0.453,-246.582,-19.287,-17.944
-0.244,-0.330,0.456,-230.591,-36.194,-11.230
-0.306,-0.243,0.490,-236.389,-33.386,-15.503
-0.286,-0.204,0.541,-246.948,-10.376,-22.644
-0.181,-0.166,0.619,-239.075,-5.676,-23.010
-0.167,-0.167,0.612,-205.261,-28.076,-18.982
-0.190,-0.159,0.530,-198.425,-43.640,-9.155
-0.173,-0.152,0.499,-196.777,-59.387,7.507
-0.081,-0.144,0.446,-194.580,-55.786,4.028
-0.029,-0.098,0.428,-193.542,-32.959,-27.954
-0.079,0.044,0.282,-194.763,-18.250,-53.467
-0.114,0.051,0.199,-204.041,2.075,-64.697
-0.047,0.082,0.201,-217.773,-5.249,-43.823
-0.002,0.158,0.283,-245.117,-53.955,-22.156
-0.004,0.396,0.460,-249.084,-66.650,-41.321
-0.053,0.530,0.459,-241.882,-14.099,-133.484
-0.256,0.741,0.226,-246.643,32.654,-170.410
-0.317,0.855,0.217,-321.228,84.961,-135.742
-0.266,1.428,0.660,-390.564,99.915,-95.703
-0.189,1.809,1.011,-451.599,123.108,-76.111
-0.082,2.264,1.857,-414.368,142.090,-95.459
-0.102,2.349,2.240,-331.726,108.215,-82.336
-0.171,2.393,2.527,-166.565,-20.569,27.527
-0.133,2.321,2.414,-96.558,-58.044,81.055
-0.029,2.158,2.266,30.640,-32.471,100.830
0.214,1.687,2.049,81.787,-4.150,68.604
0.230,1.506,1.946,123.535,14.465,-19.165
0.010,1.374,1.716,124.268,9.583,-44.495
-0.134,1.362,1.611,149.719,-5.005,-40.833
-0.267,1.292,1.434,172.485,-13.367,-22.461
-0.274,1.238,1.364,206.360,-30.396,14.099
-0.242,1.175,1.228,215.088,-32.288,25.757
-0.198,1.152,1.171,232.361,-21.301,31.067
-0.183,1.086,1.050,242.981,-12.573,27.527
-0.202,1.025,0.970,265.686,2.869,35.767
-0.128,0.796,0.852,274.231,-1.221,48.767
-0.093,0.729,0.812,280.701,-28.748,59.143
-0.141,0.786,0.708,283.569,-29.053,54.504
-0.165,0.775,0.640,289.795,-12.878,52.490
-0.062,0.554,0.541,306.946,12.756,77.271
-0.016,0.518,0.549,309.509,-3.235,90.332
-0.045,0.663,0.532,301.636,-16.907,53.894
-0.061,0.635,0.487,305.237,9.460,14.282
-0.074,0.593,0.413,316.895,39.551,-28.442
-0.106,0.709,0.410,314.331,22.705,-24.536
-0.065,0.726,0.506,313.721,12.756,-23.071
-0.015,0.760,0.603,320.007,31.006,-38.940
-0.042,0.884,0.541,336.243,81.116,-92.163
0.018,0.680,0.397,351.990,82.214,-97.290
0.060,0.394,0.252,402.161,-59.509,-22.095
-0.062,0.037,-0.512,434.570,-162.476,33.203
-0.108,-0.193,-1.225,494.446,-243.286,107.727
0.075,-1.444,-3.069,498.230,-215.149,124.390
0.272,-2.382,-3.825,360.474,-139.343,144.836
0.564,-3.342,-4.000,231.934,-90.942,125.122
0.610,-3.256,-3.969,-1.038,66.956,-5.859
0.256,-2.496,-2.908,-98.389,115.540,-62.805
-0.049,-1.911,-2.054,-248.047,104.126,-96.619
-0.370,-0.913,-0.610,-281.982,96.375,-93.872
-0.319,-0.707,-0.192,-293.579,107.788,-88.379
-0.058,-0.663,0.158,-292.358,140.686,-57.983
0.045,-0.670,0.227,-280.701,132.324,-31.677
0.123,-0.675,0.300,-228.943,73.181,15.930
0.103,-0.668,0.294,-200.134,43.030,29.541
0.057,-0.659,0.275,-165.222,7.874,34.058
-0.050,-0.668,0.214,-162.048,6.531,25.696
-0.074,-0.691,0.186,-173.401,22.400,1.587
-0.067,-0.710,0.165,-183.044,23.804,-6.775
-0.088,-0.683,0.170,-207.397,-1.343,-9.766
-0.141,-0.577,0.195,-221.802,-15.564,-0.916
-0.164,-0.508,0.216,-237.427,-29.480,14.465
-0.197,-0.384,0.217,-237.854,-32.288,12.634
-0.189,-0.345,0.218,-228.149,-22.461,3.174
-0.114,-0.300,0.277,-225.159,-15.259,-1.465

-0.148,1.871,1.545,-444.824,56.946,53.894
-0.047,1.970,1.866,-312.317,47.485,0.732
0.146,1.968,2.207,-243.835,67.139,-36.194
0.184,1.879,2.202,-136.353,67.993,-65.247
0.068,1.670,2.033,-90.698,37.109,-54.565
-0.036,1.564,1.961,-22.217,-27.039,-16.479
-0.198,1.415,1.814,4.211,-36.499,-5.493
-0.237,1.380,1.721,47.729,-11.902,0.305
-0.239,1.373,1.596,65.674,2.808,3.052
-0.215,1.398,1.602,101.318,14.954,3.235
-0.132,1.567,1.612,118.835,16.357,-3.113
-0.096,1.649,1.604,162.659,7.446,-13.428
-0.101,1.667,1.546,193.909,-2.930,-11.780
-0.151,1.646,1.434,227.722,-9.277,-3.479
-0.103,1.526,1.157,284.973,-9.644,21.118
