aX,aY,aZ,gX,gY,gZ
0.191,-0.959,-1.519,-338.745,166.748,-243.774
0.147,-0.830,-1.035,-344.849,111.755,-150.330
0.116,-0.668,-0.449,-332.092,86.121,-140.808
0.099,-0.628,-0.267,-315.979,76.416,-148.743
0.014,-0.590,-0.104,-313.232,94.238,-143.372
-0.017,-0.610,-0.067,-291.626,120.178,-132.690
-0.021,-0.646,-0.014,-285.095,116.333,-123.108
-0.039,-0.621,0.037,-290.161,71.533,-86.975
-0.113,-0.505,0.178,-289.978,49.561,-68.176
-0.152,-0.460,0.219,-277.954,40.894,-47.791
-0.130,-0.413,0.220,-270.447,48.767,-41.992
-0.075,-0.405,0.225,-258.118,46.570,-35.339
0.026,-0.378,0.267,-258.728,32.532,-33.630

-0.472,2.036,1.103,-326.599,-27.466,-44.434
-0.539,2.295,1.487,-271.423,-0.427,-48.340
-0.453,2.414,2.179,-197.754,35.095,-45.898
-0.314,2.283,2.250,-28.137,84.106,-22.034
-0.046,1.875,1.916,34.485,69.092,-7.751
-0.014,1.708,1.708,80.139,6.287,7.812
-0.140,1.535,1.451,86.853,-15.625,2.075
-0.214,1.489,1.381,116.272,-13.428,-22.339
-0.322,1.489,1.232,132.874,3.723,-30.640
-0.320,1.498,1.198,159.302,23.804,-34.973
-0.237,1.550,1.191,168.213,23.376,-28.076
-0.172,1.609,1.184,193.054,11.536,-8.179
-0.052,1.693,1.192,212.280,6.958,-1.770
0.001,1.734,1.173,256.226,23.254,-6.714
0.145,1.738,0.988,282.410,37.292,-24.414
0.196,1.632,0.848,307.617,42.908,-45.593
0.209,1.513,0.718,335.510,7.141,-47.852
0.142,1.298,0.595,340.210,-26.794,-28.687
0.082,1.214,0.561,350.403,-74.280,15.625
0.032,1.357,0.404,355.591,-69.092,25.635
0.101,1.566,0.347,375.732,1.587,-26.062
0.309,1.683,0.287,398.437,45.105,-85.754
0.418,1.538,0.266,431.885,33.875,-150.085
0.379,1.309,0.396,433.838,-43.884,-115.906
0.271,1.365,0.394,464.844,-204.163,5.310
0.126,1.222,-0.220,500.671,-229.553,39.551
0.047,0.964,-0.730,539.856,-243.408,64.697
-0.130,0.520,-1.458,531.616,-251.953,86.182
-0.198,0.346,-1.642,493.713,-242.004,145.813
-0.259,-0.233,-2.097,482.178,-237.549,179.871
-0.144,-0.758,-2.489,483.704,-283.081,326.721
0.946,-1.754,-3.333,501.221,-306.213,434.875
2.123,-2.212,-3.837,520.752,-290.649,511.108
3.272,-3.564,-4.000,335.632,-214.600,368.103
2.598,-3.411,-3.766,75.317,-163.879,159.790
1.605,-2.400,-3.040,-346.374,-7.507,-166.077
0.270,-0.746,-1.561,-372.498,71.838,-221.191
0.093,-0.752,-0.872,-291.565,138.977,-214.355
0.127,-0.735,-0.636,-288.086,120.605,-182.556
0.077,-0.509,-0.234,-300.354,53.650,-126.526
0.029,-0.468,-0.083,-298.523,31.189,-117.310
-0.080,-0.479,0.021,-285.278,43.762,-113.281
-0.144,-0.500,0.014,-270.508,62.927,-115.662
-0.200,-0.508,0.013,-259.888,86.670,-115.295
-0.227,-0.496,0.048,-268.066,93.384,-110.168
-0.216,-0.479,0.071,-285.461,94.604,-89.966
-0.178,-0.411,0.101,-287.903,86.365,-75.684
-0.165,-0.365,0.118,-283.630,54.932,-41.199
-0.147,-0.248,0.226,-286.316,35.767,-29.602
-0.127,-0.102,0.310,-300.720,24.536,-31.067
-0.120,-0.022,0.364,-297.180,32.898,-44.556
-0.112,0.075,0.430,-303.284,65.796,-81.909
-0.056,0.233,0.559,-306.030,83.557,-99.060
-0.017,0.261,0.620,-290.649,87.891,-104.919
-0.017,0.246,0.676,-277.710,70.435,-90.210
-0.037,0.222,0.635,-257.812,15.198,-34.119
-0.068,0.230,0.462,-256.653,-19.470,2.197
-0.071,0.319,0.377,-272.522,-91.064,57.739
-0.050,0.593,0.348,-278.992,-116.333,60.791
-0.030,0.764,0.389,-280.151,-118.164,-2.197
-0.010,1.122,0.544,-275.696,-92.346,-63.110
-0.032,1.328,0.638,-276.855,1.404,-190.124
-0.210,1.776,0.862,-299.133,57.495,-220.825
-0.281,1.887,1.060,-344.604,105.713,-176.880
-0.370,1.881,1.602,-332.886,91.736,-99.060
-0.367,1.834,1.798,-222.229,22.278,58.777
-0.199,1.615,1.684,-147.461,5.005,93.384
-0.089,1.427,1.438,-35.217,30.029,66.650
0.053,1.068,1.004,-16.663,49.744,37.720
0.056,0.980,0.927,-55.237,54.626,2.808
-0.047,1.179,1.109,-90.393,47.485,-1.038
-0.078,1.445,1.314,-123.169,55.542,-7.874
0.010,1.930,1.765,-110.352,67.322,-20.569
0.082,2.068,1.948,-72.021,67.871,-37.231
0.153,2.131,2.064,57.678,22.705,-34.241
0.133,2.121,1.909,128.235,-3.601,-8.850
0.107,2.075,1.691,233.093,-36.316,19.165
0.061,1.946,1.279,257.263,-36.926,11.047
0.030,1.864,1.136,287.048,-14.832,-25.574
0.036,1.659,0.943,302.551,1.343,-42.297
0.085,1.544,0.863,325.561,17.517,-53.772
0.083,1.359,0.679,330.933,3.235,-48.035
0.019,1.283,0.662,330.994,-40.405,-19.775
-0.048,1.352,0.603,331.787,-40.894,-13.062
-0.059,1.306,0.502,362.244,-10.376,-29.236
-0.030,1.033,0.346,379.883,-8.301,-32.288
-0.030,0.901,0.286,394.531,-30.518,-22.217
-0.029,0.690,0.166,396.057,-43.396,-10.132
-0.023,0.607,0.111,396.118,-65.308,20.325
0.012,0.489,-0.009,395.081,-75.623,34.790
0.029,0.471,-0.081,391.785,-103.699,63.660
0.042,0.420,-0.164,393.860,-121.460,76.904
0.020,0.345,-0.195,402.161,-160.217,112.793
-0.080,0.398,-0.442,407.471,-180.237,143.921
-0.130,0.441,-0.529,427.124,-216.003,233.032
-0.164,0.241,-0.428,452.393,-221.802,276.489
-0.097,0.115,-0.526,544.006,-126.465,283.020
0.201,-0.320,-1.765,600.708,-10.742,215.759
0.411,-0.980,-2.841,623.840,113.037,113.342
0.713,-2.543,-4.000,449.707,188.171,-38.757
0.805,-2.685,-4.000,281.982,136.658,-42.053
0.817,-2.278,-3.716,2.869,-6.775,19.653
0.661,-2.058,-3.172,-97.046,-55.237,34.851
0.430,-1.768,-2.491,-253.906,-59.753,2.686
0.119,-1.187,-1.418,-299.316,-22.400,-28.503
0.106,-0.999,-1.105,-338.806,46.082,-59.326
0.172,-0.792,-0.662,-348.755,53.345,-57.556
0.174,-0.724,-0.488,-359.619,32.776,-42.847
0.090,-0.596,-0.214,-360.046,23.376,-39.429
0.053,-0.555,-0.123,-352.234,34.119,-57.312
0.030,-0.493,-0.037,-344.788,42.847,-71.777
0.013,-0.451,0.002,-328.613,29.297,-84.351
-0.053,-0.371,0.129,-320.190,12.878,-83.191
-0.139,-0.324,0.125,-306.946,-7.202,-68.787
-0.250,-0.233,0.040,-303.894,-6.897,-51.086
-0.179,-0.129,0.112,-307.556,-4.272,-13.489
-0.123,-0.036,0.194,-315.125,-8.484,-9.338
-0.043,0.129,0.363,-323.547,-18.433,-35.706
-0.055,0.180,0.402,-315.308,-20.874,-57.922

-0.357,2.784,0.999,-436.096,17.273,-65.369
-0.357,3.170,1.766,-364.990,80.872,-28.564
-0.039,3.262,2.918,-265.381,78.796,5.676
0.170,2.958,2.874,-15.869,17.639,43.945
0.296,2.107,2.050,82.886,-13.123,39.429
0.222,1.729,1.725,150.452,-37.231,12.573
-0.002,1.225,1.431,131.042,-36.133,-7.751
-0.113,1.146,1.347,110.962,-19.775,-27.771
-0.300,1.185,1.242,133.606,-8.240,-31.189
-0.309,1.190,1.227,166.626,9.705,-29.907
-0.238,1.217,1.158,169.128,10.376,-24.780
-0.193,1.202,1.116,183.350,-5.981,-12.512
-0.159,1.144,1.067,191.040,-17.822,-7.385
-0.153,1.138,1.068,198.059,-28.992,1.404
-0.110,1.138,1.099,204.895,-25.879,4.639
-0.093,1.153,1.064,214.478,-20.630,3.235
-0.139,1.172,0.890,238.220,-16.663,-7.446
-0.193,1.135,0.821,251.221,-20.325,-4.578
-0.231,1.065,0.743,271.851,-29.297,31.860
-0.167,1.044,0.799,281.738,-32.288,54.443
-0.097,1.102,0.855,316.345,-19.348,54.565
-0.101,1.219,0.709,345.276,5.615,27.527
-0.127,1.136,0.571,415.894,51.208,3.906
-0.117,0.822,0.335,442.993,51.636,18.616
-0.078,0.693,0.242,457.458,34.424,55.908
-0.034,0.459,0.157,451.599,20.569,69.092
-0.064,0.437,0.236,437.622,-13.916,106.140
-0.269,0.858,0.557,435.791,2.380,113.831
-0.213,0.954,0.658,448.303,102.356,64.087
0.039,0.597,0.586,463.684,115.967,24.292
0.085,0.483,0.414,475.769,65.552,-46.021
0.103,0.526,-0.328,487.061,24.292,-68.298
0.047,0.441,-0.934,515.930,-31.799,-74.463
0.090,-0.290,-2.644,588.501,-162.659,-28.992
0.390,-0.938,-3.571,586.426,-211.426,12.939
0.840,-1.728,-4.000,416.931,-260.803,77.148
1.371,-2.948,-4.000,259.644,-259.399,81.970
1.130,-2.828,-3.948,-85.144,-118.774,-13.794
0.083,-1.616,-2.910,-210.999,9.766,-95.215
-0.234,-1.115,-2.072,-306.580,164.551,-144.043
-0.296,-0.651,-0.804,-312.683,164.307,-110.779
-0.232,-0.569,-0.475,-312.439,122.620,-52.490
-0.111,-0.590,-0.214,-307.068,110.657,-37.781
-0.086,-0.608,-0.161,-284.241,104.736,-15.869
0.026,-0.650,-0.115,-269.714,108.337,-12.634
0.070,-0.658,-0.101,-262.756,101.624,-1.221
0.085,-0.626,-0.015,-270.874,83.618,11.292
0.080,-0.585,0.073,-289.246,40.833,34.485
0.057,-0.492,0.248,-290.100,29.175,31.128
0.054,-0.461,0.319,-273.682,31.433,-4.395
0.085,-0.466,0.349,-261.292,41.565,-26.001
0.101,-0.492,0.317,-241.943,39.307,-52.246
0.099,-0.489,0.269,-241.516,20.874,-49.561
0.039,-0.434,0.232,-253.784,-34.790,-29.419
-0.101,-0.297,0.223,-263.367,-55.603,-13.367
-0.148,-0.204,0.237,-278.748,-48.706,-2.075
-0.138,-0.080,0.279,-283.020,-31.555,-15.503
-0.120,-0.062,0.295,-285.706,-8.362,-58.594
-0.217,0.042,0.266,-286.133,-6.958,-72.815
-0.300,0.161,0.269,-291.870,3.113,-77.698
-0.310,0.470,0.338,-305.359,32.471,-83.496
-0.227,0.581,0.370,-335.693,112.610,-109.619
-0.038,0.694,0.396,-340.820,127.380,-109.680
-0.024,0.720,0.392,-335.999,65.125,-36.072
-0.202,0.803,0.370,-330.017,4.395,25.757
-0.329,0.874,0.287,-340.027,-64.880,136.780
-0.396,1.321,0.101,-367.920,-45.349,170.715
-0.311,1.677,0.089,-418.457,25.574,124.512
-0.131,2.642,0.509,-436.890,66.467,84.412
0.013,3.125,1.103,-365.234,132.385,20.691
0.602,3.350,2.920,-258.362,144.592,1.770
0.847,2.988,3.437,23.010,95.276,-17.578
0.819,2.045,2.651,120.728,33.691,-23.682
0.549,1.708,2.020,158.630,-30.518,-30.823
0.211,1.462,1.610,157.227,-78.674,-59.326
-0.286,1.123,1.323,153.687,-61.218,-64.453
-0.402,1.057,1.295,143.127,-13.367,-35.645
-0.365,1.019,1.285,142.273,0.610,-25.879
-0.285,1.042,1.235,152.832,15.930,-23.193
-0.197,1.046,1.115,162.842,12.268,-25.146
-0.219,1.011,1.104,181.396,-5.554,-21.667
-0.214,0.978,1.101,190.552,-6.653,-17.456
-0.179,0.974,1.084,204.407,2.441,-14.526
-0.097,0.908,1.059,210.571,3.357,-12.085
-0.056,0.861,1.062,225.525,-2.808,-4.578
-0.001,0.820,1.022,231.140,-7.812,-2.686
0.029,0.798,0.983,245.666,-25.818,10.010
0.102,0.776,0.929,253.418,-37.170,21.179
0.141,0.790,0.901,264.282,-40.588,18.982
0.176,0.736,0.782,275.879,-31.250,-0.122
0.153,0.675,0.703,303.650,-25.452,-28.687
0.104,0.624,0.609,306.763,-35.706,-20.691
0.087,0.700,0.652,296.082,-49.316,2.380
0.094,0.951,0.749,291.565,-30.579,-8.240
0.130,0.871,0.790,301.025,-0.549,-30.762
0.198,0.436,0.588,368.164,13.367,-59.082
0.201,0.359,0.396,402.405,-18.616,-44.983
0.179,0.507,0.216,410.889,-71.167,-17.578
0.070,0.672,-0.043,401.367,-57.251,-29.907
-0.006,0.448,-0.090,421.936,-30.334,-37.964
-0.078,0.174,-0.345,436.401,-50.415,-18.311
-0.117,0.232,-0.596,448.242,-115.845,23.437
-0.268,-0.024,-1.189,471.008,-145.752,38.086
-0.271,-0.543,-1.702,551.270,-213.684,131.348
0.169,-1.359,-3.396,575.500,-258.057,217.468
0.809,-1.926,-4.000,458.496,-244.202,258.179
1.263,-3.359,-4.000,247.009,-163.330,162.964
0.732,-3.046,-3.894,-227.600,49.072,-63.660
-0.180,-1.084,-2.312,-338.135,117.371,-89.844
-0.212,-0.494,-1.260,-346.863,165.955,-37.292
0.149,-0.325,0.010,-322.388,172.180,-29.053
0.276,-0.445,0.221,-277.527,175.781,-72.021
0.360,-0.718,0.098,-244.019,158.203,-89.722
0.360,-0.847,-0.035,-182.556,94.177,-95.520
0.283,-1.043,-0.281,-176.941,81.482,-104.919
0.122,-1.109,-0.452,-211.121,102.234,-141.602
-0.319,-1.134,-0.850,-238.953,113.037,-137.512
-0.424,-1.052,-0.857,-308.167,99.609,-47.485
-0.376,-0.627,-0.497,-347.290,78.552,2.747

-0.507,2.116,1.091,-392.090,-17.578,-76.843
-0.755,2.456,1.455,-335.999,-21.729,23.132
-0.670,2.812,2.349,-265.869,9.949,33.875
-0.285,2.786,2.639,-67.139,124.451,-40.588
0.447,2.309,2.556,29.907,146.667,-80.750
0.500,2.000,2.297,138.062,54.871,-85.144
0.039,1.754,1.733,155.579,-9.583,-58.411
-0.175,1.716,1.567,179.016,-50.964,-10.986
-0.265,1.530,1.402,196.045,-32.532,-5.798
-0.211,1.434,1.271,232.788,12.939,-31.189
-0.170,1.292,0.969,249.268,25.696,-45.837
-0.152,1.231,0.889,259.460,10.742,-37.354
-0.130,1.187,0.897,255.554,-7.874,-16.052
-0.130,1.135,0.964,263.611,-33.813,16.846
-0.176,0.998,1.031,280.701,-39.612,20.264
-0.235,0.957,0.957,313.049,-32.593,13.550
-0.250,0.774,0.802,323.975,-24.963,16.296
-0.206,0.687,0.778,330.444,-19.287,20.020
-0.155,0.655,0.766,330.078,-6.287,8.423
-0.074,0.599,0.708,334.290,5.920,-10.925
-0.028,0.495,0.624,348.816,15.259,-41.748
-0.042,0.518,0.398,351.868,3.113,-42.969
-0.086,0.709,0.338,347.290,29.419,-73.059
0.004,0.939,0.297,343.628,81.604,-111.877
0.094,0.848,0.374,361.816,126.282,-170.898
0.286,0.655,0.490,365.540,91.553,-164.062
0.362,0.760,0.507,348.694,-45.715,-92.468
0.268,1.000,0.200,349.731,-117.126,-47.974
0.047,0.901,-0.121,422.241,-275.208,78.857
-0.418,0.142,-1.202,491.394,-345.276,152.954
-0.292,-0.594,-2.293,609.314,-401.062,262.695
0.838,-2.864,-4.000,570.435,-391.846,277.466
1.161,-3.848,-4.000,437.317,-344.727,255.615
1.031,-3.466,-3.886,62.988,-100.342,148.743
0.742,-2.659,-3.382,-87.830,15.808,76.721
0.181,-1.233,-1.587,-288.757,140.076,-76.904
0.065,-0.737,-0.895,-338.684,169.067,-116.394
0.057,-0.469,-0.432,-356.201,174.255,-112.610
0.139,-0.405,0.156,-339.539,157.104,-91.675
0.155,-0.421,0.339,-278.625,120.300,-58.594
0.147,-0.501,0.455,-244.873,106.812,-50.476
0.120,-0.539,0.444,-201.416,68.909,-29.053
0.027,-0.572,0.444,-190.247,44.373,-14.587
-0.037,-0.586,0.438,-178.955,9.705,8.911
-0.121,-0.596,0.384,-178.589,2.014,13.123
-0.141,-0.603,0.336,-173.096,-7.751,11.292
-0.162,-0.613,0.336,-170.532,-14.343,12.329
-0.152,-0.579,0.350,-179.871,-12.329,10.559
-0.096,-0.538,0.402,-183.411,-6.958,0.549
-0.055,-0.522,0.438,-191.467,-1.038,-30.884
-0.013,-0.478,0.440,-197.510,-0.427,-44.556
-0.041,-0.462,0.404,-208.801,-7.141,-49.316
-0.147,-0.415,0.295,-215.271,-13.245,-36.560
-0.176,-0.371,0.273,-229.492,-29.724,3.174
-0.208,-0.108,0.374,-242.004,-31.006,11.780
-0.206,0.057,0.455,-260.986,9.827,-26.062
-0.158,0.145,0.561,-251.770,36.438,-55.176
-0.159,0.079,0.541,-224.243,44.434,-60.547
-0.201,-0.034,0.450,-224.365,21.729,-25.391
-0.162,0.173,0.531,-273.376,-37.170,66.895
-0.108,0.327,0.606,-315.796,-49.744,46.204
0.016,0.526,0.630,-312.866,-18.311,4.089
0.039,0.561,0.577,-276.245,29.480,-61.829
-0.167,0.714,0.363,-267.883,16.541,-61.951
-0.293,0.851,0.314,-289.246,-31.372,7.019
-0.290,1.098,0.469,-302.979,-41.626,45.532
-0.235,1.180,0.551,-300.964,-33.630,45.654
-0.166,1.246,0.554,-292.786,-19.287,16.968
-0.149,1.331,0.532,-298.950,10.254,-37.354
-0.280,1.763,0.506,-319.275,20.081,-53.528
-0.386,2.184,0.821,-343.567,30.029,-49.683
-1.014,3.858,1.542,-183.411,219.543,35.461
0.325,3.422,-0.248,0.427,287.415,98.999
1.143,1.504,0.490,305.359,-161.743,38.147
0.728,0.108,2.521,136.963,-151.672,-22.034
0.402,1.542,2.088,-73.608,23.376,-97.168
-0.238,2.460,1.646,47.485,35.095,-184.937
-0.305,2.065,1.417,247.620,17.700,-193.237
-0.158,1.814,1.049,266.846,-18.433,-99.121
-0.052,1.812,0.986,284.302,-77.087,21.484
0.003,1.514,0.798,308.350,-73.242,17.639
-0.041,1.250,0.623,350.403,-48.767,-22.095
-0.181,0.795,0.318,352.417,-54.016,-20.813
-0.228,0.676,0.266,321.167,-82.092,16.357
-0.250,0.545,0.362,307.983,-87.402,34.119
-0.229,0.503,0.439,299.255,-64.941,49.561
-0.149,0.433,0.452,302.795,-44.006,43.945
-0.122,0.391,0.349,308.594,-24.841,30.945
-0.055,0.288,0.231,313.599,-12.268,13.916
-0.025,0.315,0.240,307.373,-18.982,13.367
-0.023,0.340,0.261,287.720,-36.377,8.240
-0.064,0.298,0.272,285.767,-42.175,9.644
-0.099,0.312,0.279,292.358,-38.513,11.841
-0.110,0.595,0.303,292.175,-13.733,-5.249
-0.074,0.841,0.391,278.259,83.740,-87.402
0.009,1.127,0.751,277.893,130.981,-138.672
0.095,1.152,0.980,316.223,124.451,-142.578
0.313,1.353,1.240,350.952,52.124,-75.562
0.382,1.418,1.071,454.040,-155.884,75.989
0.253,0.772,-0.407,526.978,-249.390,110.779
0.166,-0.036,-1.829,615.417,-370.666,116.455
0.246,-2.868,-4.000,552.734,-376.831,106.201
0.325,-4.000,-4.000,201.233,-204.285,53.101
0.217,-4.000,-3.984,-10.498,-84.534,21.362
-0.097,-3.599,-3.854,-355.347,103.271,-60.974
-0.417,-1.234,-2.198,-423.523,185.181,-108.215
-0.250,-0.487,-1.094,-406.555,260.925,-134.644
0.189,-0.079,0.138,-403.137,241.272,-98.511
0.276,-0.067,0.375,-374.145,158.081,-33.447
0.184,-0.258,0.550,-326.416,125.549,-30.090
0.099,-0.350,0.466,-242.554,93.079,-33.386
-0.088,-0.453,0.149,-229.126,74.036,-18.250
-0.159,-0.409,0.109,-248.901,22.156,38.391
-0.232,-0.183,0.187,-264.282,3.235,60.669
-0.238,-0.061,0.260,-279.724,6.042,61.340
-0.091,0.125,0.390,-276.428,31.982,31.677
0.010,0.163,0.421,-267.212,61.401,-10.315
0.054,0.359,0.474,-262.390,74.219,-62.500
0.001,0.404,0.552,-265.686,50.049,-54.932

-0.520,1.243,1.086,-163.147,67.749,-62.439
-0.430,1.211,1.157,-122.925,51.880,-10.681
-0.252,1.120,1.112,-97.900,30.579,14.771
-0.198,1.064,1.047,-62.927,-4.456,34.607
-0.140,0.978,0.934,-60.974,-10.254,27.100
-0.126,0.945,0.890,-60.425,-4.456,-9.399
-0.159,0.866,0.850,-55.603,-1.221,-25.574
-0.193,0.840,0.815,-54.321,-5.371,-30.823
-0.287,0.831,0.715,-56.335,-14.038,-20.996
-0.352,0.847,0.693,-54.138,-18.677,1.465
-0.381,0.818,0.594,-50.537,-8.362,4.028
-0.348,0.758,0.560,-37.903,0.427,4.883
-0.284,0.682,0.603,-36.316,-7.324,9.155
-0.257,0.710,0.615,-43.579,-14.587,16.907
-0.265,0.766,0.589,-44.067,-9.399,13.367
-0.258,0.748,0.580,-46.326,-1.465,-6.897
-0.525,1.027,1.078,-54.016,7.935,-15.320
-0.579,1.168,0.972,-71.289,40.466,4.578
-0.274,0.897,0.186,-71.106,34.180,28.259
-0.307,0.810,0.264,-69.336,13.062,6.531
-0.354,0.761,0.480,-62.439,13.306,-21.729
-0.323,0.785,0.477,-8.667,19.043,-44.861
-0.220,0.806,0.445,17.944,17.395,-45.715
-0.172,0.800,0.490,46.265,4.700,-35.522
-0.094,0.808,0.616,45.044,-0.305,-31.799
-0.083,0.827,0.621,32.898,-4.639,-25.024
-0.127,0.797,0.599,30.212,-8.301,-19.531
-0.166,0.751,0.632,15.686,-16.663,-5.737
-0.227,0.731,0.653,-1.526,-14.771,-0.854
-0.250,0.730,0.657,-48.340,-1.282,4.211
-0.321,0.715,0.629,-82.458,8.606,7.568
-0.309,0.789,0.550,-122.375,19.470,10.559
-0.347,0.867,0.371,-241.089,41.870,2.930
-0.398,0.808,0.385,-306.458,56.946,1.343
-0.346,0.738,0.426,-262.878,73.242,12.939
-0.305,0.845,0.396,-218.933,71.289,16.418
-0.305,0.920,0.300,-204.590,65.674,0.000
0.002,0.975,0.180,-219.482,59.937,-19.409
-0.042,0.915,0.186,-173.401,51.025,-44.678
-0.157,0.963,0.066,-120.911,41.260,-41.992
-0.195,0.984,0.083,-58.472,12.695,-24.963
-0.258,0.967,0.111,-63.904,7.446,-23.865
-0.261,0.961,0.099,-81.421,4.944,-38.879
-0.240,0.939,0.103,-79.224,2.808,-41.626
-0.220,0.989,0.141,-86.731,10.437,-30.518
-0.183,1.017,0.141,-107.971,21.484,-30.212
-0.147,0.952,0.100,-151.245,44.250,-35.828
-0.099,1.057,-0.009,-158.691,53.894,-38.757
-0.104,1.141,-0.040,-145.203,64.453,-76.355
-0.129,0.940,-0.143,-135.132,65.308,-94.849
-0.090,0.838,-0.217,-134.277,53.040,-80.872
-0.019,0.818,-0.299,-140.137,37.781,-63.477
-0.033,0.835,-0.307,-129.761,5.188,-39.185
-0.105,0.875,-0.300,-117.371,-4.089,-28.625
-0.085,0.930,-0.289,-154.907,-7.385,-8.301
0.035,1.002,-0.412,-178.650,-10.315,-3.906
0.150,0.980,-0.409,-118.591,-23.193,7.629
0.159,0.851,-0.137,-67.566,-17.212,10.620
0.045,0.793,-0.114,-12.024,33.325,19.287
-0.080,0.792,-0.386,-14.343,52.612,26.489
-0.082,0.836,-0.474,-23.743,51.331,32.104
-0.131,0.962,-0.420,-25.452,16.296,38.452
-0.152,1.018,-0.359,-17.822,5.554,38.879
-0.126,1.002,-0.319,-8.972,6.042,16.968
-0.126,0.961,-0.349,-10.742,10.437,2.502
-0.126,0.945,-0.393,-12.939,14.343,-10.376
-0.078,0.891,-0.452,-12.817,10.864,-14.099
-0.042,0.575,-0.351,0.793,6.653,13.916
-0.000,0.447,-0.525,6.042,14.771,74.097
-0.028,0.743,-0.585,-65.186,-7.019,156.006
-0.188,1.034,-0.292,-97.534,-10.864,146.851
-0.207,0.979,-0.263,-79.529,31.372,117.249
-0.239,1.026,-0.398,-67.383,59.082,109.253
-0.282,1.038,-0.523,-56.335,77.148,71.838
-0.270,0.993,-0.527,-46.753,69.519,41.260
-0.241,0.951,-0.540,-59.998,48.157,-9.766
-0.265,0.938,-0.612,-112.610,28.320,-28.870
-0.301,0.878,-0.610,-194.275,-23.560,-67.444
-0.242,0.727,-0.601,-182.861,-43.152,-82.336
-0.194,0.670,-0.593,-154.114,-60.242,-91.980
-0.176,0.616,-0.599,-169.678,-50.537,-91.125
-0.142,0.635,-0.603,-170.471,-14.038,-94.849
-0.052,0.627,-0.630,-145.386,-0.305,-98.145
-0.082,0.574,-0.649,-101.196,-3.784,-83.740
-0.166,0.504,-0.692,-82.520,-12.756,-64.941
-0.154,0.523,-0.710,-44.739,-22.644,-26.367
-0.117,0.545,-0.721,-24.597,-9.888,-12.939
-0.136,0.556,-0.719,11.597,10.071,-4.883
-0.169,0.629,-0.765,17.700,9.766,-6.470
-0.166,0.628,-0.767,-16.235,-14.343,-6.897
-0.166,0.605,-0.772,-38.208,-19.653,-1.404
-0.151,0.601,-0.773,-65.308,-18.738,9.155
-0.128,0.562,-0.775,-73.792,-18.982,10.559
-0.146,0.546,-0.768,-71.899,-19.348,15.625
-0.131,0.578,-0.804,-62.622,-15.015,19.775
-0.106,0.569,-0.826,-60.425,2.625,26.917
-0.095,0.515,-0.806,-62.134,8.911,30.579
-0.089,0.504,-0.790,-82.642,8.362,41.931
-0.048,0.503,-0.815,-93.628,4.700,49.011
-0.052,0.514,-0.841,-106.079,-5.005,47.974
-0.050,0.511,-0.848,-110.657,-11.780,41.077
-0.042,0.488,-0.881,-113.159,-33.081,20.325
-0.093,0.447,-1.004,-110.657,-44.250,6.409
-0.115,0.417,-1.023,-100.647,-44.739,-10.376
-0.074,0.344,-0.976,-93.262,-40.283,-10.986
-0.054,0.322,-0.951,-80.383,-37.659,-15.076
-0.019,0.323,-0.913,-74.158,-35.522,-18.677
-0.018,0.319,-0.902,-52.795,-29.114,-24.780
-0.062,0.278,-0.915,-42.664,-31.372,-27.893
-0.074,0.239,-0.917,-36.438,-35.034,-28.748
-0.072,0.195,-0.895,-39.490,-35.034,-22.278
-0.049,0.205,-0.892,-51.514,-29.968,-19.714
-0.021,0.268,-0.964,-72.754,-16.663,-21.423
-0.094,0.328,-1.137,-142.822,-24.963,-19.653
-0.048,0.276,-1.238,-202.942,-33.936,-12.878
0.016,0.218,-1.148,-198.547,-28.442,-4.700
0.033,0.139,-1.014,-77.454,-12.451,-7.324
0.018,0.118,-0.993,-45.898,-12.695,-13.550
-0.012,0.068,-0.986,-42.114,-14.038,-13.489
