=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.03.26 12:43:46 =~=~=~=~=~=~=~=~=~=~=~=
0.012,0.257,0.964,1.831,-0.305,-0.061
0.014,0.257,0.974,0.793,-0.183,-0.183
0.017,0.259,0.969,-1.526,0.244,-0.183
0.019,0.258,0.960,-0.916,0.122,-0.122
0.020,0.257,0.961,-0.488,0.122,-0.061
0.019,0.266,0.958,-1.465,0.183,0.000
0.019,0.271,0.957,0.793,-0.122,-0.061
0.018,0.259,0.963,2.625,-0.366,-0.122
0.016,0.253,0.966,0.977,-0.183,-0.122
0.016,0.257,0.966,-0.610,0.000,-0.122
0.017,0.260,0.965,-1.282,0.122,-0.122
0.016,0.261,0.960,-0.977,0.122,-0.183
0.017,0.262,0.960,0.305,0.000,-0.122
0.020,0.261,0.963,0.977,-0.122,-0.061
0.019,0.259,0.966,1.038,-0.183,-0.122
0.017,0.258,0.964,0.244,-0.061,-0.061
0.017,0.260,0.963,-0.122,0.000,-0.061
0.016,0.258,0.966,0.488,-0.061,-0.122
0.016,0.257,0.968,-1.099,0.183,-0.183
0.017,0.264,0.958,-1.892,0.244,-0.183
0.018,0.264,0.957,-0.732,0.122,-0.183
0.018,0.256,0.965,2.197,-0.305,-0.061
0.016,0.257,0.965,1.038,-0.183,0.000
0.016,0.260,0.962,-0.732,0.000,-0.061
0.018,0.261,0.962,0.000,-0.061,-0.122
0.016,0.259,0.964,0.000,-0.061,-0.122
0.017,0.261,0.963,-0.793,0.061,-0.061
0.018,0.263,0.961,0.244,0.000,-0.061
0.019,0.257,0.964,1.404,-0.183,-0.122
0.019,0.255,0.966,0.244,-0.061,-0.061

